,Sentiment,reviewBody
2590,0,"Crap. They are horrible. I ordered an item over a month ago, sent customer service two emails and have received NOTHING back. AVOID this company at all cost. SCAM’nnn"
1721,0,I use to not shop at target because I thought it was expensive. They then started carrying products I would not usually be able to purchase at a brick and mortar store. Not only hair products but the availability of Brown skinned toys for my children. Thank you Target for being inclusive and taking all my money by luring my kids with dolls that look like them I think we have our generation girls in every shade and variety! I also love that you carry honey pot co.
2333,0,"I would give ZERO Stars if I could. On 12-27-2018 I ordered 2 20 Gallon Green Containers with red latches, 2 20 Gallon Red Containers with green latches, 2 66 Qt Red tint containers and 2 66 Qt green tint containers and paid for them with my Debit card online. I received the 2 20 Gallon Green containers with red latches and 1 green tint 66 Qt container. It's been over a month and I still have not received my total refund amount of $30.45, only $6.49 was put back into my Bank Account. They have tried to give me a gift card for the balance. I paid cash so I want the rest of my refund money put back into my Bank Checking Account. I will never ever shop online or in the Target store ever again."
971,0,I like ordering online from Target..They always have what I need!
2162,0,"They are selling a gift card and prevent us from using it. They ask for an access number that doesn't exist, nobody has that number, neither American Express, nor me, nor Target. Don't buy Target Gift Cards!"
1045,0,I got a tie dye outfit for my kid and she loves it target is amazing
510,0,Horrible customer service. I ordered over $100 worth of products and they were never delivered. Reached out to customer service and the customer service rep said that they would refund but I never got my refund. Reached out to different customer service reps multiple times and no one helped. They were also very rude.
147,0,10+ years ago I worked in Target and it was a nice place with great values. What happened.!!!???? I'm disgusted to even step in the store.I hope all of them gonna have a nice life and afterlife with Satan and rainbows
2011,0,Target is a great one stop shop. I wish they wouldn’t have gotten rid of all the Pizza Hut express.
1575,0,"Shame on target for allowing such a racist commercial to be broadcast and still continued on major TV stations you created a project so another small black girl can have an opportunity seriously what about the small white girl watching that commercial and feels like because she’s white she will never be successful ?????, If I we’re to put a commercial for that for my business that mentioned any form of COLOR  it would’ve lasted 24 hours and I’d be booted off shame on you I stopped shopping with you and I never will go back until that commercial is dropped the only reason why she’s getting away with it is because she’s that little black girl .....let’s be real"
2079,0,"Just going in a target store you would think the store is all neat and put together. I went into the store in highland park, il and it was a mess. Had to maneuver around stacks of racks with who knows what is on them. Couldnt find what I was looking for because everything was messed up. I haven't been in a target store in a while now I know why."
1449,0,"Target gave me a free promotional gift card with me order, and then I looked at my bank statement and they charged me for it. I thought it was an error so I called the customer service number and the representative said “there is a processing fee for the gift card (that’s via email) that is the same amount as the gift card. She then refused to take the “free” gift card, that they charged me for, off of my Target account and give me my money back. Basically they said the gift card was free and charged me the exact amount for the gift card, disguising it as a “processing fee.”"
1983,0,I will never do business with Target again and I advise ya'll do the same. I had called guest services on Cyber Monday to see if they price match Walmarts price. The representative said Target does do price match and reviewed the items i wanted to price match. I placed the order and i never received any information regarding the difference i price. So i called in the next day and i was told that Target doesn't do price match. I could have bought the items cheaper at walmart and missed on the deals because i wanted to go and try target. Target hasn't apologies nor accepted that they messed up.
1081,0,I have been a loyal Target customer since 2002. I paid my balance off last February and due to Covid I obviously have not been out shopping. I received notification from my credit monitoring agency that Target dropped my available credit on the card. They never notified me and when I called for an explanation I was told because I haven't used the card in six months I am being penalized for not using their card. Unbelievable way to treat a long time good customer. I will be doing my Christmas shopping elsewhere.
637,0,"Target always seems to excel against the others. In these tough times; I find many good deals in their food department, as well as household goods. We are lucky to have them. They always keep a clean & inviting environment too"
994,0,Alex at the Queensbury Target is an A plus professional; patient and informed-
1553,0,"Like our store in Sherman, Tx!"
2068,0,Target u guys are Disguising a lady was in line and she wanted to use a Coupon and the Cashier told her she could not use it and got upset and called the Police on her.I will never come and support u guys again u are a horrible and your items are know better then any other store the police came and check her and she is pregnant.U guys just need to close down because how u allow your Employees to treat Customers that way is crazy.
2155,0,"If you are from Canada DO NOT ORDER FROM TARGET!! I bought a set of kitchen canisters. They were delivered today and the moment I picked up the box - which had been left on my front step - I knew something was broken.  The one container was smashed into a dozen pieces.  A phone call to customer service did nothing.  I was told that they don't accept international returns and even if they did I'd still have to pay for shipping.  I use many american online shopping services, including Wayfair, Macy's and Restoration Hardware and I've never once had an issue with returns, let alone with faulty merchandise.  Stay away.  I wish I had read these reviews before I'd ordered but I mistakenly believed that a big outlet like Target would know what they're doing.  So wrong."
272,0,"Sun Day morning 2/26/2023. I made a list of places I can buy Dog food. What I would like to have happen is have 10 people not shop the store for 3 months & have those 10 people get  10 more & so on do the same.we spend about 300 / month there. If I can get 10 people do the same. And have those people to do the same & so on. Math if I spend 300/ month & have 1 of those people do the same. And have the 1st 10 people do this. 300/ month from me x 10 people $3000.00 then x 10 more $30,00.00 x 10= 3,000,000. That is for 1 month x 3 month = $9,000,000.00 & have 10 more times =$90,00,00.00. You can figure the rest out.  Maybe we will get the attention. If you hit them in the pocket thats what will make changes happen. Target revenue for the twelve months ending October 31, 2022 was $108.721B, a 5.2% increase year-over-year.Target, Walmart, Pet smart, Amazon, Tractor supply & a few others. I was looking for dog food. Purina Puppy Chow with real chicken not the flavor type & Pedigree Dog chow. Listed the items on a spreadsheet. Went ordered it from the Lanham, Md. store. Okay received an email sayin the order should be ready for pick up within 2 to 3 hrs. Got an email saying it was ready. Took a picture of the order # then a picture of a bar code. Went to the store to pick it up. They bring out 1 item. I asked what happened to the other item. So here is a picture of the order details. So I didn't pick it up & stated I will be back in a few minutes. Went home then there was another email. 1 said pick up @ Lanham the other said pick up @ Hyattsville store. Both had the same order Number # 2 different stores. So I called service customer # get set to another place that is giving away  a free something. I said I am not interested in that I want to talk yo customer service Hung Up. I was still on line went to chat. Gave the Info to the chat. They say there was only 1 item on the number. Copied & pasted the whole order. I aske if they could switch the ore=der to the same store. I was told that I would Have to cancel the order & reorder. So I did. It came up not sold * this store any more. What the @#@#. Went back to the store & asked to speak to the General Manager. The lady said she was. I scratched my head & said. When I 1st got here someone was helping you on the same register with somethin else & your A general Manager. All i all if you read this I stated I will never shop this store again. What I would like to have happen is have 10 people not shop the store for 3 months & have those 10 people get  10 more & so on do the same."
1351,0,"Target used to be the best. The only issue I had there was going in for 2 things, and walking out with 25. lol The last few times, well before Covid, that I went in there I couldn't find what I was looking for, AND didn't find anything extra to buy. That was super weird to me. I have purchased work clothes there several times, and always found their items to be cute and decently made. That ship has sailed, too. Either I have to dress like I'm 25 or 75, and the quality has drastically deteriorated. But their debit card and horrendous customer service, is why I'm here. I took advantage of their debit card linked to my bank account. I did all of my shopping, including grocery, there for several years. I never had an issue with that card. Well, through a system glitch with our direct deposits, my paycheck didn't go through on time. Now, if you're unfamiliar with this card, you get a percentage off when you use it, the charge comes right out of your bank account, and it doesn't come out of your account for a couple of days after you've shopped. Honestly, that can help out a lot when you're living paycheck to paycheck. I took advantage of that, but never once was a payment declined until this one time. I made $247.63 in purchases on the SAME DAY my deposit hit...or was supposed to. I had no idea at the time there was an issue; not until the next morning. First, I had to resolve the deposit issue so all of my payments wouldn't bounce. Then I went to call Target, but holy smokes, they had already CANCELLED MY CARD. After 4 years and several thousands of dollars spent there, one issue occurs and they chuck me within 24 hours.I explained the situation and even offered to pay the entire amount PLUS A FEE to make this account right and get my card back. Nope. Representative was beyond rude and treated me like a criminal. I'm sorry you hate your life, ma'am, but that is not my fault.It's just as well, because other stores have been more than happy to take my money, and I have survived quite well without Target."
1900,0,Can I submit a negative star review?? What a tech nightmare this sight is.. prepare to go around a carousel of psycho...dont bother...
2528,0,great products in store and online. I would always come back to shop here.
93,0,"Utterly sickening to see you selling tucking shorts.I actually vomited seeing these, you have lost a customer for life.DO YOU KNOW HOW DANGEROUS IT IS FOR A YOUNG BOY TO TUCK !!!! You need jailing."
1346,0,On 5 July I ordered a gift for my son’s 5th birthday which was the 9th of July.  When I placed the order and the reason I settled on this order was because the delivery date was the 8th of July. This would have been the day before my sons birthday. On the 8th the package was not delivered. I then went to the email sent by Target to track the package and the delivery date has been changed to July 10th. This was disappointing to say the least. So I explained to a 5 year old why his dad didn’t get him anything for his birthday. I also explained that the gift would be here in two days and since then with excitement everyday he inquired as to when it would arrive. On the 9th I told him tomorrow and the morning of the 10th I assured him that it would be here today. After work I rushed to pick up my son and we rushed home expecting to see his gift. To both of our disappointments it was not delivered. Again I tracked the packed and it said that it had been delivered to Fedex in Kernersville which is 10 miles from my house at 5:44 am. Yet more than 12 hours later I still don’t have my child’s gift. This experience has convinced me to never purchase anything from Target.com. When I called their customer service line I received no assistance and the gentleman on the phone who identified himself as Jay constantly interrupted me and only offered to issue me a refund. A refund does not change the fact that I had lied to and disappointed my child. I requested to speak to a supervisor and after being placed on hold was told that one would call me. It is now the morning of the 11th and I am still waiting on that call. I must say On 5 July I ordered a gift for my son’s 5th birthday which was the 9th of July. My order number is 9067022960294. When I placed the order and the reason I settled on this order was because the delivery date was the 8th of July. This would have been the day before my sons birthday. On the 8th the package was not delivered. I then went to the email sent by Target to track the package and the delivery date has been changed to July 10th. This was disappointing to say the least. So I explained to a 5 year old why is dad didn’t get him anything for his birthday. I also explained that the gift would be here in two days and since then with excitement everyday he inquired as to when it would arrive. On the 9th I told him tomorrow and the morning of the 10th I assured him that it would be here today. After work I rushed to pick up my son and we rushed home expecting to see his gift. To both of our disappointments it was not delivered. Again I tracked the packed and it said that it had be delivered to Fedex in Kernersville which is 10 miles from my house at 5:44 am. Yet more than 12 hours later I still don’t have my child’s gift. This is experience has convinced me to never purchase anything from Target.com. When I called your customer service line I received no assistance and the gentleman on the phone who identified himself as Jay constantly interrupted me and only offered to issue me a refund. A refund does not change the fact that I had lied to and disappointed my child. I requested to speak to a supervisor and after being placed on hold was told that one would call me. It is now the morning of the 11th and I am still waiting on that call. I must say the entire experience with target has been regrettable and disappointing.  This company apparently does not care for it’s customers. Expectations set for the customer should be met. The company has an obligation to its customers and Target failed to meet any of them in this shopping experience.   My entire experience with target has been regrettable and disappointing.
594,0,"they cancelled my order and Held my $500+ hostage they are telling me its ""processing"" never buy anything expensive from them they will cancel your order and take a long time to give your money back im still out of $500 and they havent gave my balance back ridiculous!"
1992,0,"7 days after online order, items still have not arrived, despite Fedex showing items as delivered. Target customer service is claiming Fedex markes orders as delivered before doing so.Sketchy experience. We're still being told to wait a few more days.Target, if you have problems with Fedex, how about go fix it with Fedex instead of having your customers wait around after they've already been told that the their items have been delivered? Spoiler alert: we don't pay to stay on the phone for hours and follow up on deliveries Fedex marked as delivered."
379,0,"I ordered multiple bottles of Harry’s body wash for several family members. It was a large order and arrived in 3 boxes, none of which had much packing material…one had nothing, one had a plastic bag and one had the products zip tied together that broke during shipping and a too small air pillow in there, the products were thrown all around and arrived damaged. The products all leaked or arrived with broken and smashed lids."
1954,0,"I've been shopping at the Target in Edgewater, NJ for years. I've personally had a really consistently good experience there. Keep up the great work, Edgewater team! A++"
1253,0,"For so many years our local Target store MADE SENSE. Neat rows, decent selection. I was always happy to shop at Target. I couldn’t stand, for instance, Kohl’s. Kohl’s is a messy pile of stuff which makes no sense. Guess what, now that our local Target has changed up the store layout IT’S JUST LIKE KOHLS! It now has “areas” not aisles. I am a long-time shopper and everyone agreed with me that they lived Target because it made simple sense. Now, like Kohl’s, it is SENSORY OVERLOAD. I am no longer loyal or attracted, Target."
723,0,"Target did not have four unrelated items that the website specifically says are in stock on Arlington in Riverside CA. Halloween stuff won’t be on sale for 7 more days, 9-12-21."
1869,0,"I always have trouble with their CartWheel app, why not just offer the discounts across the board to everyone?"
2337,0,Nice people but I was a little appalled at the clothing that the associates wore. One young woman had a low cut shirt on and when she bent over all you could see was her complete breasts. No bra.... sorry but that needs to be corrected. Her first initial was a M
1925,0,"they didn't take off and  let us leave with the GoPro and other stuff still in its protective casing, leaving us to destroy said casing."
2561,0,"Horrible customer service. They did not deliver what they promised after they charged us. I did not receive the product and to top it all they wouldn’t assist me with anything, instead I was referred to a third party. DON’T MAKE THE MISTAKE OF BUYING FROM TARGET.com!!!!!!!!"
567,0,"One of the worst experiences I’ve ever had. I used to love target, specially for the clothing section, but that’s it, the only good thing target has is the clothing and even that sometimes is poor quality. I called today to ask couple stuff to the customer service department and also the HR department, the way they answer was “HELLO” screaming and in a very rude tone, no good morning, good evening, or maybe “hello, how can I help you”. Red flag right away. Then I asked if I was talking with the right department since I thought it might of been a mistake, the guy in the phone didn’t answer when I asked if it was the HR department but just screamed to this other person and said “the phone, answer her, idk just answer” and when this woman took the phone said “hello call tomorrow”; I was shocked, I said “at what time?” And she just said “I don’t know, whenever, bye” and hang up on me. I’ve never experienced such a terrible customer service. If I could give a negative 10 stars I would."
337,0,"Bought an iPad and an Apple pencil. Target shipped via FedEx. I got a delivery notice from FedEx but never received the package.My security camaras confirmed that NO package was delivered. Also, according to the FedEx driver the package was signed by H HENRY. This person doesn't exist in our house or for that matter our neighborhood.FedEx did want to do anything about it and Target just said it was delivered. I lost the money.NEVER BUY ANYTHING FROM THESE CROOKS!"
430,2,"So I was the Loveland target with 6 packages of pens & I had a coupon for each item. The coupons wouldn't scan so I called over the self check cashier to have her manual punch them in. She takes her sweet time looking over the coupons & only allows him to use 4 of them. She tells me that it doesn't go with the product that I'm purchasing.  I ask for a manager & about 3-4 minutes later a so call manager comes up his name is Cisco. He doesn't come to me the customer & ask how he can help he goes to the cashier behind my back & talks as soft as possible. He comes over & looks at the 2 $1.00 coupons ask if I have the product then looks & mess around in my bag & tells me I don't have the products. I told him I did but in a bigger size. He said the coupon is for a 5 pack of pens not an 8 pack. I told him that was poor customer service & he was losing business because of this. I told him to get away from me because he was too close to me a female & I would buy Mt items & ho with my 2 sleepy kids. After he took 2-3steps away he started to talk to the cashier & they both were staring at me which then I told me to walk away because I felt uncomfortable with him. Then he wouldn't leave & I told him that's poor customer service & he said to me that ""I could leave if I wanted too"". I told him I wasn't raising my voice, not being rude & I didn't curse at them. I told Cisco that I would write a review on this & he didn't care & he didn't apologize for anything. That truly is not how you treat your customers. I was interested same store 4 nights prior asking for the same pens that I just brought tonight & found Cisco asked him if he go in the back to find them. He said he couldn't because he was short staffed & only had 4-6 employees closing that night. He said they were on a pallet somewhere on the floor & he & no one else can help me locate the pens. This guy should not be a manager he doesn't know how to talk & take care of his customers. If it wasn't for us the customers he & his staff wouldn't have a job. This is unacceptable behavior especially for a so call manager!!"
779,0,"Terrible experience with opitical department. Got two pairs of glasses, can not wear sun glasses, can’t see with them. Went back number of times to store, found out they actually gave me wrong prescription on them , got new still can’t see. Contacted customer care no help . So I spent 200.00 can’t use glasses ( live in Florida) . Store said I guess I loose. It didn’t help with covid shutting down store for awhile. So buyers beware ."
825,0,I'd give zero stars if I could.   I ordered an air fryer that came in an opened box with no packing materials or info booklet user instructions.  It was like someone tossed it in a box used scotch tape to close the box and mailed it.    Months later I ordered bedding for my grandson that arrived ripped and torn without packaging and Target wanted to be jerks in the store about returning it.  TARGET HAS GOTTEN THE LAST OF MY MONEY.
2539,0,"Dirty, nasty...they do nothing about your complaints but say that they are checked every hour and cleaned only at night..😝"
1061,0,"I place an order online for a Target gift card on November 27th. It was supposed to be delivered on December 8th. It is now December 14th and still no gift card. I have called twice, the second call was today. I have to give them another 7 to 10 business days. They refuse to refund my money and cancel the gift card. They offer nothing but an apology. I asked to speak to a manager. I was told it would be a 32 minute hold. This is by far the worst customer service I have ever experienced. Shame on you Target and your horrible customer service."
1525,0,"If I could rate it no stars I would. I decided to go to target on harbor in Garden grove. I encountered an employee named Shantel and I don’t understand why she works there. You are there to help customers not ignore them and make faces at them. I wasn’t the only one who had a problem with her. I met a nice couple who tried talking to her And asked for help but she just stared at them and ignored them, luckily another employee stepped in and helped. Target needs to fire this horrible employee."
92,0,"I contacted target twice in a 14 day period to get a price adjustment through the online chat, and neither one of those conversations were recorded. And when I contacted them looking for the missing credit, I was told there’s nothing they could do. I will not be purchasing anything from the registries to target ever again."
0,0,"Website doesn't work properly using Google Chrome OR Firefox.  Not sure what they did, but it is ridiculous.Had to use my cell phone's browser.  It is NOT a cache clearing issue.  It has something to do with computers not using Windows 10 or higher.Obviously Target's IT Website Dept has incompetently changed components and/or protocols which block a good number of customers from continuing to use the website.Pages show swirling icons; notice at bottom says api.target working; can't get the webpage to load completely AND if by some miracle it does, then it won't allow the Customer to Check Out.Target really needs to get their act together.  Not everyone wants to use their App, which is painful to navigate.  Especially for older or non-tech saavy people."
313,0,"Beware of Target Gift Cards!  Following is my most recent experience dealing with a gift card that did not work. I purchased 2 Target Gift Cards at a local Target store here in Oceanside, CA on 12/21/22.  One worked ($100.00) and the attached ($50.00) did not.  I went back to the store of purchase yesterday, 1/05/23, to have the card replaced, only to be told that the store would not do this and I had to go thru the 800 number.  I purchased these cards in good faith.  There is no mention of Target's policy on the card or on the receipt.  I can somewhat understand this position when a gift card is purchased from an outside source, but this is incomprehensible when the transaction takes place in one of the Target stores.  It took 3 phone calls (disconnected 1st call and hung up on by representative during 2nd call) before I reached someone who sent me the information needed to file the claim.I have jumped thru all their hoops required to get this issue resolved. Currently waiting for their response."
1235,0,so im in target with my dad we buy two rc cars so when i  take them home i open one of them then i played with it and then th remote wouldnt pair with the car so then i opened it then i played with in then the next day i charged it for 30mins then played with it then the car kept dying
1920,0,"Writing review here because Target does not posting my review on them website.  12/21/2019 Received the Gift Card as gift for my birthday. Went to store to make purchase, stay in line, expecting to be happy, but card was declined. After cashiers made suggestion that the card expired or fake called to number on the back of card. Holding line, feel embarrassed as hell I got respond that card number is ""not recognized"". Cashier tried to do same through her phone....same thing. I ended up to pay my own money. A few days later person who purchased the card did same thing called to number on back of the card got 3 different businesses, called 3 more times and got answer ""card is active"", ""balance is available"". Great now i feel embarrassed again! People have your own money with you when you shop with the card.P'S' Target did not posted my review on actual product saying ""your review not posted as there inappropriate image or language"". I copy and paste my review as is wondering what is ""inappropriate""  they trying to sell even more gift cards like that and charge $8.50? Also why to post my review i should provide my personal information. Now I should expect repercussions for my report on Target bad business?"
1830,2,Your 15 second commercials you can't skip are less than desirable.
2457,0,"As a loyal Target customer I am extremely disappointed!! I placed an online order for an item that was in stock when I placed my order, completed all my check out process, money was taken out of my bank, and later, my order was cancelled by Target. I could have bought this item elsewhere for the same price but I chose Target because I am your loyal customer. Target cancelled my order when i can no longer get it anywhere else. I spoke with two customer service agents who have offered no resolution to help, and have basically told me for lack of better words oh well. Also they explained to me that even if i completed check out process, it’s their right to cancelled my order at their will. This is unacceptable to me, I cannot believe this is how Target treats their patrons, especially one that spends as much as I do at your store on a regular basis. This was a christmas gift for my mother , and now I am at a complete loss. I have always held Target to a higher standard, especially when it comes to customer service, which is way I spend my money there as oppose to other big box stores. Well after this experience I can no longer say that, and will be taking all my purchases elsewhere. Target, you didn’t just loose 1 customers but you lost all of the people i know. I will surely let them know about this experience."
2557,0,"Very frustrated with Target customer service.  Ordered a bed on 7/7, given delivery date of 7/19.  Every day the shipping company tells me it'll be the next day and never shows up.  I've tried calling customer service and they told me there's nothing they can do and just believe  what the shipping company says.  Why does your customer service side with the shipping company and not the CUSTOMER!!!"
2292,0,"I am specifically writing about Target, South Brunswick store in New Jersey. The cashiers are the most ill mannered and lack common courtesy, forget providing a good customer experience. They are racist and will not even acknowledge by a simple hello, if you are an Asian or an Indian. And this is a pattern that I have noticed, across the board. They are rude and should not be in their position."
2542,0,"Good price , fast shipping ,the product is delivery to the box carefully ,diverse items"
886,0,Target is doing a good job and keeping items in stock. Their staff is friendly and helpful. We all should appreciate stores being open to give us the necessities to get through all this.
209,0,This is sad. This was my favorite store.  No more shopping at target for me or my family.
460,0,"I ordered an item 5 days ago on the 13th, Target has on their website on my account that it was shipped on the 14th.  I checked the tracking number with FedEx and they never received it.  I called Target and customer service said, “Oh, it’s still being processed to ship!!   What liars!!!!!!"
2042,0,Preordered item. Release date rolls around and I get an email delaying it 14 days. I visit the website and I can make a new order after release and get it 9 days sooner. What kind of customer satisfaction are you aiming for?
1085,0,I saw there is a diaper deal buy 100get 20gc，also I chose same day delivery service but I ordered at night.No one deliver the package at night I understand，I get them next day. Then，I can not get my gift card because they say that's not same day service.And the price of the items in the order were changed totally.Why target system is so poor？if cant do same day delivery，you should stop receive same day order at nighttime.I have to return all the items because I didnt get any discount and gc.
425,0,I ordered online but the size shirt I ordered was the wrong size so I contact customer service online and ask them to see if I can get a different size. So the person I talked to tell they can’t do it so then he tell me to place a new order and I did then the order was canceled then he transferred me to someone else then they tell me I can’t place a new till 24 hour. You should have told me that before I canceled the order then they tell me sorry I really wish I could help you. That is the worst customer service on the planet
2320,0,I rarely complain online but this was a terrible experience ordering a piece of furniture from Target.com. I was helping my brother give his house a facelift while he was recovering from heart surgery. It took 10 days to arrive and 2 of the main pieces were broken in half in two different places. I called customer service and they ordered me two replacement parts that also took 10 days to arrive. They shipped me two of the same pieces instead of the two different pieces do I was back at square one. Target said because they ordered It correctly I would have to take pictures to prove I got 2 of the same piece. It would take up to 10 more days to get the one piece after it was approved. They said Target wasn’t responsible. It was the manufacturers issue even though I bought this all from Target.com. I’m done and returning the whole thing.  I’ll never purchase online from Target again.
1816,0,"First time I saw the honey pot commercial I thought how racist! Ya know if it was a white person saying this gives other WHITE girls hope for the future or whatever the exact wording was, their would be an uproar.... No I take that back because it wouldn't happen in the first place! It would not be allowed. So Target take your racist honey pot branding along with the maker who thinks its ok to make such racist remarks in a commercial, and shove it! I certainly won't be purchasing any products from target or from the racist company."
2112,0,The worst do not EVER EVER use the baby registry at Target I purchased things from the registry took paper to cashier as was told about an hour later I looked same things I purchased and other guest purchased were still on registry. I called target spoke to a few agents then Denise a  supervisor she inform me to call my guest and ask them what  purchased. WHAT!!!!! why would I call ppl and asked what they purchased my daughter I thought that is what a registry is for so ppl won’t buy the same thing. Then she informs me to bring things back for return. Lady again what is the registry for. Do I want to haul all that stuff back and I live 30min from Target. And the ONLY thing they can say is I’m sorry well yes y’all are
1819,0,"I could not believe what I seen in Targets ""Honey Pot"" commercial.  The word vomit that came out of her mouth that only a black women derserves to make her dreams come true thanks to Target. Really??  It should not matter what color or gender a person is.  Poor marketing on this and I will no longer shop at Target."
138,0,So disgusted with the Gay Pride devil line for kids that I will never ever shop at Target again
902,0,"So done with them.  Target.com is the biggest pathetic laugh of the universe next to Macys.  Always down, so you can never log into pay on your bill. Lame excuse after another from their foreign reps in filing some fake ticket that will never get answered.  I'd placed an order for 2 bra sets and NEVER received notification that it was ready for store pickup... A WEEK LATER get an email that my order got returned/shelved for ""non-pickup"" Wth.   I am so done with their bs it ain't funny.  Their days are numbered..."
252,0,"The website was very difficult to not only navigate but place an order. I only tried to order 3 items but it automatically became 5 items and exiting out and attempting a second and third time only resulted in the number of items increasing to 8 items. I finally had to call the number listed to place the order and get a confirmation. Then when I attempted to leave a comment on the Traget.com website I was unable to do so and had to go to this site to leave a comment. This cannot be defined as ""good customer relations""."
205,0,This store is the WORST!!!! They are selling children’s clothing that is sexual in content. What is wrong with them!!! These are innocent precious children that are being subjected to sexually oriented clothing if a person chooses to shop there. Well I’m done with this store!! You disgust me. ENOUGH IS ENOUGH LET OUR CHILDREN BE CHILDREN!!!!! I only gave it a one star because I had to so I could post this review.
234,0,"Target is overall a good shopping experience with good items, but I'm getting tired of the ""wokeness."" In the women's section right now, for example, they have huge photos of women models with a man with earrings and a feminine look who is probably supposed to represent someone non binary or gender fluid. Why? And don't get me started on Pride month and targeting BABIES with the pride clothing, etc."
1110,0,I find their website easy to use. Very convenient for me. 5stars for target. Good job.
2046,0,Honestly I don't really have a problem with target they always give me great service the page is good. Great description of things you want to order overall love it.
759,0,Online Ordering BeWare They Never Protect my stuff with Bubble Wrap is it that hard to Not Put Bubble Wrap????? My items got damaged now they expect me to waste Gas to go return to store because Of their fault of damaging my stuff Would Save me a trip if they Use bubble wrap!!
2047,0,I made an online order... had to pick up at 3 different Targets. I am aware they hold the authorized amount until your items are picked up. However I wasn’t aware at each store they also charge for the item. So now the balance of order is pending as well as each individual item. I don’t see how this is legal. After contacting Target I was reassured the authorized amount will drop off. Well it still hasn’t... Target is a double dipping company. Beware and check your bank accounts. Who knows how many times this happens. So crooked!
1199,0,I ordered a cat scratching haunted house online. I waited just a couple of hours then drove to my local Target to pick it up. Quick without any hassles. The staff was friendly and wore masks.
31,0,They accused me of stealing my pickup order because they gave it to the wrong person. I’ve been waiting a week for management to contact me.
231,0,"I purchased a patio set which rusted within 4 months.  Target agreed to return and refund my money.  Paid for a truck to return set according to Target's directions. In the end, they wanted the refund to be as a gift card and not to my original form of payment.  Nothing was ever stated about that change."
64,0,"I just cancelled our Credit Cards! I will have nothing to do with the celebration of Mental Illness and the celebration of Satanism, and everything that goes a long with it. Target has NOT stopped their selling of the line of clothes and what not is in question. Everything is still in Targets inventory. I am researching other stores that are doing the same thing although they may not be advertising as so. I drew the line when i saw the life-size statue of Baphomet! With a full ensemble on! Boycott the crap out of these stores, stuff just isn't that important."
786,0,"This is not the first time I did an online order for store pickup but yet again it is a waste of time. I won’t be ordering online from Target again. I have done similar online orders for store pickup at Walmart.com, very efficient and no issue. I placed an order for a JBL Clip 4 speaker the night prior to be picked up at the nearby Target, website indicated the store had 2 more in stock. No email notifying for pickup at 10:30am, so I logged on to the account to check. It indicated out of stock at the store and so I clicked on other options and selected a store 8 miles away that had it in stock. Got an email back in an hour saying that my order has been cancelled because the item is out of stock. It is so frustrating! I could have ordered thru Amazon and would have gotten my item today (plus a free case) at the same price. So I just logged on to Amazon and bought the exact speaker online at the exact price and it will be delivered tomorrow for free. I could have picked the free 4am-8am overnight delivery for free as well but I decided it is not that urgent. So Target, you have lost me for your online business. I love to shop at Target for groceries but your online order for store collection is really poor in today’s market."
1837,0,"On Dec. 3, I placed an online order at Target.com for two $100 digital gift cards during the 10% off sale, one to be sent to my phone number and one to my wife’s. Mine arrived; hers never did. I called customer service. After a 27-minute wait, I was told that it could not be resent to her [no explanation as to why – and that seems totally bogus] and would have to be sent to me. But I was told that my current card had to be erased and two new ones sent. The cards both appeared in Target app wallet. So, even though upset that I would have to be on every trip to Target for us to use the gift cards, I thought my problem was solved. In a few days I received an alert from my credit card bank that a $90 charge at Target was made on my credit card. I had bought nothing at Target. I called the credit card company to say I had not made the charge and perhaps someone had made a fraudulent charge. When I told them that I had made $180 purchase in December, we decided to wait to cancel my credit card and call Target. Again a 15-minute wait for customer service, and I was told it was a mistake and would not move from pending to a real charge. That did not solve the problem! This charge happened once a week ever since. I get an alert and see a $90 charge from Target. Last week I saw that it had moved into a real charge. I called customer service. A 10-minute wait and the very nice young man told me it was an error that kept happening and not to worry about it. Really?? I told him I wanted it fixed so I did not have to keep checking my credit card and wasting time. He said “This is a Target problem. I cannot fix it.” I said, “So you do not really work for Target?” He said “no” and gave me an email address and said I had to write directly – another waste of my time. I wrote and in three days got a response saying they were having trouble and needed to keep charging until it cleared. This is a credit card I have no problems with. Yesterday I received a text from Target saying they were canceling the gift card because they could not make the charge work. I was given to option to try another credit card. I spent hours on this issue and never once received an apology or a solution from Target. Very disappointing."
1069,0,Target ships quickly and efficiently. I have been ordering from Target during Covid-19 and have not had a single problem. I rely on Target's free shipping and items I can't find elsewhere.
2325,0,"Horrible service. They charged me twice for the same item. I called and they said I would receive a giftcard. A month later I hadn't received the gift card so I called again. After a lengthy conversation and getting cut off, They sent another gift card which didn't work in the store. I called again and the same things happened. I called again and supposedly now it will work. What a joke. Target is horrible"
2006,0,"First and last time ordering something online from Target.  Order was delivered to a stranger's address in another neighborhood. - A company.   No idea how they got the stranger's address... (Luckily, I added my phone to the order and a person from the company called me and let me know the package had arrived there).  Still waiting for the rest of the order as it was split in 5 deliveries.  Terrible costumer service over the phone. They just repeat a script but no solution is given."
